1,1172,0.4733527006662346
1,1405,1.889393897145721
1,2193,3.648814048102349
1,2968,3.032546493678048
2,52,4.3165837290373865
2,144,2.8422157491507307
2,248,4.000704259580283
2,314,4.001939065378902
2,319,3.094489310544631
2,370,2.9216172336550645
2,371,2.697626675436007
2,372,2.104258073877011
2,382,2.7039896854361736
2,405,1.7647356598377666
2,485,2.6010112144417326
2,537,3.172333531210997
2,550,4.140208389590432
2,616,3.4985603320040006
2,661,3.8778686744608066
2,720,3.956561410941866
3,377,3.3955439549854027
3,592,3.4408891506020964
3,595,3.466172246394844
3,736,3.0846906073159
3,1197,3.998568985466188
3,1721,3.407857122394364
3,2716,3.7009097569599874
3,5349,3.577117658048576
3,8636,4.1164192841263425
3,44191,3.9115599292766503
4,185,3.51313843563383
4,356,5.168618765052302
4,357,4.716296193826599
4,364,4.599870196128445
4,410,3.5229925820813652
4,435,2.6390552399632723
4,440,4.526974507932172
4,442,2.9992781702432367
4,588,4.410843634019803
4,589,4.852586821729807
4,594,4.47134266112633
4,596,4.1852989072976365
4,610,3.633025184826493
4,616,4.097374443153358
4,919,4.866390637853941
4,1022,4.276897315225782
4,1028,4.653367358433367
4,1032,4.17744060178594
4,1033,3.8152269139537056
4,1282,4.686771173021788
4,1334,3.4527129758242108
4,1372,3.30595126362951
4,1580,4.414296992660993
4,1858,2.8067704576773487
4,1967,4.4798211604512765
4,2033,3.995977145246738
4,2078,4.548610452554088
4,2081,4.424271965367618
4,2085,3.6689095515382437
4,2087,4.436317950083455
4,2094,3.5418888851390182
4,2096,4.718730647457362
4,2102,4.40448775689905
4,2124,3.745348556719952
4,2141,4.484470077675982
4,2454,3.28175610054433
4,3034,4.456865695389332
4,3108,4.279979561686397
4,3255,4.54926415966739
4,3263,4.349276991257234
4,4006,5.172294097325988
5,3,3.895069987350319
5,39,3.60641612836809
5,104,3.9944306541401886
5,788,3.3410488423859364
5,1247,3.5845491051578553
5,1485,3.5840650692032425
5,1544,3.54087680523811
5,1777,3.9522199286756092
5,1997,3.2867265648921613
5,2770,2.5542315767107784
5,4018,3.7584935308661485
5,4025,3.83247250315753
5,4447,3.7124658569265927
5,4718,3.515790902454249
5,5266,4.172963037960489
5,5995,3.7419332788185464
5,6373,3.8654255419280275
5,8376,2.6703183163240722
5,30749,3.8543656663992527
5,33679,3.709878535155891
6,173,3.129728739918906
6,1687,1.9781528922637317
6,2019,4.022784636358546
6,2072,1.097192587830643
6,2528,3.8126725524072347
6,2723,2.772720434645141
6,3300,1.6493800155636373
6,4641,2.6489656677427744
6,4975,1.6428335145451634
7,260,4.236336715691456
7,316,2.491488660715747
7,377,3.229615273641827
7,380,2.9168652727448774
7,480,3.4876228059948247
7,589,3.8480064522705604
7,1036,3.830254042250032
7,1129,3.538102414093409
7,1198,4.1329533435664905
7,1240,3.736605647139518
7,1275,3.9949043710832433
7,1371,3.395638990456519
7,1372,1.9508740872359929
7,1373,1.5608326200062352
7,1374,3.719172882384584
7,1375,2.468563363129233
7,1376,3.112758856504015
7,1408,3.6204184266330084
8,32,4.018949154310912
8,110,3.990766526885652
8,1219,4.027601298313259
8,1225,4.297829413768665
8,1258,4.1940401339932345
8,1358,4.10156360558048
8,1704,4.358840460893126
8,1961,4.124033904287349
8,2028,3.9447541415538687
8,2329,4.166875266626377
8,2791,3.6110810303393186
8,2804,4.074574840294357
8,2918,4.281386657685059
8,3996,4.091125083924309
8,5650,3.660195495327502
8,8873,3.4463096764341516
8,8874,3.9000503715748334
8,33166,4.502868273457844
8,40583,4.198323086904091
8,40819,3.70991872634544
8,43871,1.8006295152314817
8,44004,3.002855620774689
9,1177,0.318798445741475
9,1721,3.1212110978832808
9,2125,4.128724549012899
9,2140,4.357200464475652
9,2391,4.818655767030104
9,2427,3.462680163565591
9,2490,3.858384652794566
9,2539,3.6388609261903886
9,2857,2.7295082749323587
10,592,3.551066005720035
10,1101,3.7845365719625286
10,1127,3.891191145299233
10,1210,4.347055272442505
10,1220,4.528609969955971
10,1240,4.3111977614223065
10,1291,4.146965523196778
10,2406,4.183512417373838
10,2410,3.5312201241294967
10,3019,4.352773979685769
11,50,4.662103853153646
11,778,3.918136766478895
11,923,4.664314785160971
11,1027,3.4268553574327676
11,1408,4.884080513201562
11,2762,4.561656874581928
11,5669,4.005434998333982
11,26614,4.574976281224054
12,253,1.762128242205435
12,673,1.7414727100996719
12,736,4.357460481194863
12,737,3.607351190333308
12,1032,2.526572224252408
12,2460,2.501923938694289
12,2668,0.9089261659638792
12,3146,1.8823396622938384
12,3176,2.570964007321983
12,3324,0.9330368502224335
12,3770,0.745600771651767
12,3773,0.8179779533607767
13,47,3.556142977783292
13,296,3.5901372651595507
13,527,3.8002279085053043
13,587,3.4434015668255764
13,919,4.14282100397697
13,1265,3.7677942551761974
13,2571,3.973446054061411
13,4886,3.9688038677959403
13,4993,3.873830017565606
13,58559,4.174680307494255
13,64614,3.6847273612668703
14,2394,4.077238788389721
14,2724,2.9678945484325956
14,3114,2.5076404748155134
14,3157,0.987045111967144
15,371,3.1581738455615476
15,372,3.7605115142540413
15,429,1.7625647581164365
15,520,1.4450310506086161
15,913,3.7463373119355676
15,1100,1.642085404589133
15,1183,3.595382166008997
15,1283,3.4650497901353035
15,1289,4.280179111691859
15,1385,1.2119840202287417
15,1502,0.6022020156935399
15,1689,2.1089055616189114
15,1752,1.680406060924315
15,1754,1.7262615394385747
15,1792,2.1859959878614257
15,1816,7.479477166955329
15,1836,0.5359075874462658
15,1862,1.1918547644261004
15,1895,1.792498383290944
15,2025,3.7484983223987243
15,2269,3.151860028310222
15,2282,1.5089605282554555
15,2334,2.483724445724466
15,2387,3.571625530756112
15,2406,2.429080112830702
15,2413,2.6679262096284653
15,2539,1.962941071781561
15,2568,2.20271720765054
15,2717,2.5080774084106228
15,2718,1.7929611259089042
15,2976,3.904131365012292
15,3146,2.116161517266053
15,3285,1.823299653487732
15,3316,0.9108947128518476
15,3476,3.684208527883481
15,3484,3.7978017943032647
15,3552,3.2913151904338527
15,3707,1.4058814808951876
15,3728,4.1619079838283035
15,3755,2.390396864864292
15,3968,0.10448480745891686
15,4007,4.1739353483903585
15,4019,2.1808848526972735
15,4388,0.9135367826853589
15,4642,2.719445938592088
15,4823,1.6547952777957597
15,4914,2.2678789522336054
15,4958,2.6609441186314573
15,4992,1.456490313930856
15,5110,1.055725059829272
15,5171,1.043265124251004
15,5291,1.6588275828910444
15,5296,1.2612493122502464
15,5299,2.8034781608573507
15,5308,1.5353230960744333
15,5346,2.240409576957637
15,5364,3.5485502554559747
15,5620,0.9400035864240386
15,5816,2.111744074692922
15,5959,3.913279530004317
15,6059,0.6549512402695523
15,6155,1.4232741489429905
15,6157,-0.27115798071042896
15,6188,4.601505908225818
15,6283,3.691822686756831
15,6287,0.6675047946672978
15,6433,2.6490176474340865
15,6586,3.3097415173958034
15,6754,3.597760604225046
15,6773,0.34218775415465075
15,6879,1.8309396003003542
15,6944,0.9494030075303863
15,7010,2.3302974729015427
15,7034,3.8217173910147304
15,7173,-0.3447471648661171
15,7325,1.0261830117131803
15,7346,2.0829469368568354
15,7444,-1.8350811846355457
15,7445,3.3939926092605965
15,7451,1.187345079773113
15,8264,3.2519370304961726
15,8464,2.8586404090960986
15,8781,3.176975919541487
15,8917,3.1542186783170507
15,26587,3.499403738119616
15,30812,2.9822950421402723
15,30825,1.748929630217841
15,34150,1.9330747804557973
15,36529,2.1901650761470357
15,37386,-3.466043136418895
15,37741,1.77262030166718
15,40583,2.991857866784775
15,40815,2.002144686951669
15,44004,1.5104731950456962
15,44555,2.8753279565108087
15,44788,3.3448116588807366
15,45447,2.5331668041928097
15,45517,1.6031882999687102
15,45672,0.5097513943944927
15,45720,1.7358478415225953
15,45722,1.5686243525374117
15,45728,1.8882105617402745
15,46970,2.0381149328531443
15,47999,2.9102025111844014
15,48043,-0.19998029620057522
15,49286,1.1461888515390104
15,50851,2.8167677169123087
15,52604,3.669683990754116
15,53322,1.5266667465435635
15,53464,0.8221984305999221
15,54001,1.660327280522739
15,54272,2.30988405720878
15,55247,2.497431737006222
15,55442,2.707970031949369
15,55830,2.860954635697669
15,56174,1.4405434917528783
